NewsInEnglish,NewsInTamil,Category,CategoryInTamil
2018/Aug/49601-west-bengal-cm-mamata-banerjee-visit-chennai-for-karunanidhi.txt,கருணாநிதி உடல்நிலை: சென்னை வருகிறார் மமதா பானர்ஜி,tamilnadu, தமிழ்நாடு
2017/Jul/24638-draja-emphasis-do-not-change-the-classical-study-center.txt,செம்மொழி ஆய்வு மையத்தை மாற்றக் கூடாது: டி.ராஜா வலியுறுத்தல்,tamilnadu, தமிழ்நாடு
2017/Apr/18885-sivanadiyar-arumuga-navalar-passed-away.txt,தமிழில் தேவாரம் பாடிய சிவனடியார் காலமானார்,tamilnadu, தமிழ்நாடு
2018/Feb/40464-india-vs-south-africa-4th-odi-virat-kohli-enters-list-of-top-five-run-scorers-for-india.txt,தோனியை நெருங்கும் விராட் கோலி,sports, விளையாட்டு
2018/Feb/40965-shoes-hurled-at-odisha-cm-during-by-poll-campaign.txt,நவீன் பட்நாயக் மீது ஷூ வீச்சு,india, இந்தியா
2018/Jan/39454-vijayakanth-condemned-vairamuthu-for-aandal-article.txt,வைரமுத்துவுக்கு விஜயகாந்த் கண்டனம்!,politics, அரசியல்
2018/Nov/53575-manoj-k-jayan-s-matha-pitha-guru-deyvam.txt,வாழ்க்கை அனுபவங்களை புத்தகமாக்கிய மனோஜ் கே.ஜெயன்!,cinema, சினிமா
2018/Jun/47665-election-commission-asks-facebook-to-block-ads-48-hours-before-polling.txt,“தேர்தல்” தொடர்பாக பேஸ்புக் நிறுவனத்துக்கு  கோரிக்கை,india, இந்தியா
2018/Sep/51495-ravi-shastri-should-be-removed-as-head-coach-former-india-cricketer.txt,“ரவிசாஸ்திரி கமெண்ட்ரி சொல்லதான் சரிபடுவார்” - முன்னாள் வீரர் பஞ்ச்,sports, விளையாட்டு
2016/Dec/14337-change-old-banknotes-post-cbi-filed-a-case-on-the-staff.txt,பழைய ரூபாய் நோட்டுகள் மாற்றம்.... தபால் ஊழியர்கள் மீது சிபிஐ வழக்குப்பதிவு..,tamilnadu, தமிழ்நாடு
2018/Nov/53872-priyanka-and-nick-jonas-to-get-a-marriage-license-in-the-us.txt,அமெரிக்காவில் திருமணத்தை பதிவு செய்ய பிரியங்கா சோப்ரா தீவிரம்,cinema, சினிமா
2018/Nov/54700-kicked-in-the-stomach-by-husband-for-dowry-thane-woman-loses-baby.txt,கர்ப்பிணி மனைவியை கணவர் தாக்கியதால் கரு கலைந்ததாக புகார்,india, இந்தியா
2018/Feb/40395-i-am-planning-to-announce-my-retirement-soon-lasith-malinga.txt,விரைவில் ஓய்வு பெறுகிறேன்: மலிங்கா விரக்தி,sports, விளையாட்டு
2018/Nov/54152-what-was-the-need-to-amend-offset-guidelines-in-rafale-deal-retrospectively-supreme-court-asks-govt.txt,“இப்படி செய்தால் நாட்டு நலன் என்ன ஆவது?”- அரசுக்கு உச்சநீதிமன்றம் காட்டம்,india, இந்தியா
2018/Nov/54868-which-schools-will-be-hired-tomorrow.txt,நாகையில் நாளை எந்தெந்த பள்ளிகளுக்கு விடுமுறை? ,tamilnadu, தமிழ்நாடு
2018/Jan/39282-stop-intimidating-vairamuthu-tamil-writters.txt,வைரமுத்துவை மிரட்டுவதை நிறுத்துங்கள்: தமிழ்ப் படைப்பாளிகள்,tamilnadu, தமிழ்நாடு
2018/Oct/53283-we-approach-supreme-court-ttv-dhinakaran.txt,“அதிமுகவுக்கு எதிராக வாக்களித்த ஓபிஎஸ் அணி மேல் வழக்கு” - டிடிவி தினகரன்,politics, அரசியல்
2017/Nov/35838-mumbai-terror-attacks-we-mourn-with-the-families-that-lost-their-dear-ones-ramnathkovind.txt,மும்பை தாக்குதல் தினத்தில் பயங்கரவாதத்தை ஒழிக்க உறுதியேற்போம்: ராம்நாத் கோவிந்த் ,india, இந்தியா
2017/Nov/36158-dms-nurses-protest-withdraw-for-high-court-order.txt,நீதிமன்ற உத்தரவையடுத்து செவிலியர்கள் போராட்டம் வாபஸ்,tamilnadu, தமிழ்நாடு
2018/Jul/47756-pudukottai-passengers-travel-with-umbrella-in-government-bus.txt,பேருந்துக்குள் மழை : குடை பிடித்து பயணித்த மக்கள் !,tamilnadu, தமிழ்நாடு
2018/Aug/49918-the-absence-of-local-elections-in-2019-high-court-of-madras.txt,201 9ஆம் ஆண்டிலும் உள்ளாட்சி தேர்தல் முடியாத நிலை ! உயர்நீதிமன்றம் அதிருப்தி ,tamilnadu, தமிழ்நாடு
2017/Oct/32314-sri-lanka-s-elections-commission-is-preparing-to-hold-the-local-government-elections.txt,இலங்கையில் ஜனவரியில் உள்ளாட்சித் தேர்தல்!,world, உலகம்
2018/Dec/56086-case-against-computers-under-agencies-watch.txt,கணினிகள் கண்காணிப்புக்கு எதிராக உச்சநீதிமன்றத்தில் வழக்கு,india, இந்தியா
2018/Aug/50004-do-not-go-to-the-thamirabarani-river-district-collector.txt,தாமிரபரணி ஆற்றிற்கு செல்லவேண்டாம் - ஆட்சியர் அறிவுறுத்தல்,tamilnadu, தமிழ்நாடு
2018/Oct/52939-musically-app-kalaiyarasan-suicide-for-negative-comments.txt,மியூஸிக்கலியில் தவறாக கமெண்ட் போட்டதால் இளைஞர் தற்கொலை ?,tamilnadu, தமிழ்நாடு
2017/May/19960-govt-allows-police-defence-vehicles-to-use-multi-colour-beacons.txt,"சுழல் விளக்குகளை பயன்படுத்த ராணுவம், போலீசுக்கு அனுமதி",india, இந்தியா
2017/Feb/16298-wild-animals-suffer-the-horrible-drought.txt,வறட்சியின் கொடுமை... தவிக்கும் வன விலங்குகள்,tamilnadu, தமிழ்நாடு
2018/Dec/55169-the-supreme-court-will-hear-the-petition-of-the-tamil-nadu-government-on-the-meghadad-dam-issue-next-week.txt,மேகதாது அணை விவகாரம் - தமிழக அரசு மனு அடுத்த வாரம் விசாரணை,india, இந்தியா
2018/Jun/46681-salary-cut-for-varda-storm.txt,வர்தா புயலுக்காக சம்பளம் பிடிப்பு: அதிர்ச்சியில் அரசு ஊழியர்கள் ,tamilnadu, தமிழ்நாடு
2017/Nov/35088-actor-shanmugarajan-gets-international-award.txt,நாடகத் துறையில் 25 வருடம்: நடிகர் சண்முகராஜனுக்கு விருது,cinema, சினிமா
2018/Aug/50454-i-ll-not-give-permission-to-shoot-jayalalaithaa-s-biopic-j-deepa.txt,ஜெயலலிதா வாழ்க்கையை படமாக்க அனுமதி தரமாட்டேன்: ஜெ.தீபா தடாலடி!,cinema, சினிமா
2017/Dec/37625-jayalalitha-video-using-in-poltics-the-condemnation-of-stalin.txt,ஜெ. மரணத்தை வைத்து அரசியல் செய்வது கீழ்த்தரமானது: ஸ்டாலின் கண்டனம் ,politics, அரசியல்
2018/Apr/43540-tamilnadu-telangana-skip-south-india-finance-ministers-meet.txt,மோடி அரசுக்கு பயந்து தென்மாநில நிதியமைச்சர்கள் மாநாட்டை ஓபிஎஸ் புறக்கணித்தாரா?,politics, அரசியல்
2018/Oct/52131-yogi-adityanath-has-accepted-all-demands-killed-apple-executive-s-wife.txt,திவாரியின் குடும்பத்தினருடன் யோகி ஆதித்யநாத் சந்திப்பு.. ரூ.25 லட்சம் இழப்பீடு,india, இந்தியா
2018/Dec/55073-salem-steel-plant-has-not-be-in-private-chaudhary-birender-singh.txt,சேலம் உருக்காலை விவகாரம் : மத்திய அமைச்சர் தகவல்,tamilnadu, தமிழ்நாடு
2018/Aug/50056-statue-smuggling-case-tn-govt-said-special-investigation-department-will-continue.txt,சிலைக் கடத்தல் தடுப்புப்பிரிவு கலைக்கப்படாது : தமிழக அரசு,tamilnadu, தமிழ்நாடு
2018/Nov/54444-gaja-cyclone-cm-palanisamy-asks-people-to-donate.txt,கஜா புயல் பாதிப்பு.. நன்கொடை வழங்க முதல்வர் வேண்டுகோள்,tamilnadu, தமிழ்நாடு
2018/Jul/48660-one-eyed-molester-faces-death-penalty.txt,குழந்தைகளுக்கு குறி வைக்கும் ’ஒற்றைக்கண்’ அன்சாரி!,india, இந்தியா
2018/Oct/52130-indian-navy-s-chetak-chopper-crashes-at-rajali-base.txt,கடற்படை விமானம் விழுந்து நொறுங்கியது!,tamilnadu, தமிழ்நாடு
2018/Aug/49536-when-sachin-tendulkar-s-sleep-walking-habit-scared-roommate-sourav-ganguly.txt,சச்சினுக்கு இப்படியொரு வியாதியா? அதிர்ச்சி அடைந்த கங்குலி!,sports, விளையாட்டு
2017/Oct/32316-susma-helped-to-pakistan-patients.txt,பாகிஸ்தானியர்களுக்கு நேசக்கரம் நீட்டும் சுஷ்மா,india, இந்தியா
2018/Dec/56329-tamilnadu-cricketer-muhammad-nayeem-has-been-selected-for-the-under-19-cricket-team-in-saudi-arabia.txt,சவூதி கிரிக்கெட் அணியில் தமிழக வீரர் !,sports, விளையாட்டு
2017/Oct/33584-tsonga-and-pouille-make-it-an-all-french-final-in-vienna-open-tennis.txt,வியன்னா ஓபன் டென்னிஸ்: இறுதிப்போட்டியில் பிரான்ஸ் வீரர் சோங்கா,sports, விளையாட்டு
2017/Mar/18503-tirumala-temple-launches-mobile-app-for-devotees.txt,திருப்பதி தரிசனத்தை எளிமையாக்கும் புதிய மொபைல் ஆப்,india, இந்தியா
2017/May/19981-dhoni-still-the-best-keeper-in-the-world-chief-selector.txt,இந்திய அணியின் விலைமதிப்புமிக்க சொத்து தோனி: எம்.எஸ்.கே.பிரசாத் புகழாரம்,sports, விளையாட்டு
2016/Dec/13710-heavy-rain-in-mamallapuram.txt,அதிகப்பட்சமாக மாமல்லபுரத்தில் கொட்டித் தீர்த்த மழை,tamilnadu, தமிழ்நாடு
2017/Nov/33839-bjp-will-get-an-electric-shock-in-gujarat-polls-rahul-gandhi.txt,குஜராத் தேர்தலில் பாஜகவுக்கு ‘எலக்ட்ரிக் ஷாக்’ காத்திருக்கு: ராகுல் அதிரடி,politics, அரசியல்
2017/Mar/17934-who-is-the-cm-of-uttarakhand.txt,உத்தரகாண்ட்டில் யார் முதலமைச்சர்?,india, இந்தியா
2018/Jul/49266-shah-rukh-khan-praises-vada-chennai-teaser.txt,“எனது நண்பர் பன்முக திறமையாளார்” - தனுஷை வாழ்த்திய ஷாரூக் கான்,cinema, சினிமா
2017/Jan/15533-cutting-seven-minutes-scene-of-the-bhairavaa-film.txt,பைரவா படத்தின் 7 நிமிட காட்சிகள் குறைப்பு,cinema, சினிமா
2018/Nov/54805-meghadad-dam-issue-chief-minister-s-letter-to-prime-minister.txt,மேகதாது அணை விவகாரம் - பிரதமருக்கு முதல்வர் கடிதம் ,tamilnadu, தமிழ்நாடு
2018/Nov/54968-8-years-old-male-child-sexual-harassment-case-tirupur-court-gave-10-year-jail-punishment-to-convict.txt,சிறுவன் பாலியல் வன்கொடுமை - ஆட்டோ டிரைவருக்கு 10 ஆண்டு சிறை,tamilnadu, தமிழ்நாடு
2018/Dec/55414-huawei-chief-financial-officer-meng-wanzhou-is.txt,ஹுவாய் நிறுவன அதிகாரி கைதான விவகாரம் : சீனா கடும் எச்சரிக்கை,world, உலகம்
2018/Feb/41052-kamal-hassan-new-video.txt,நிம்மதியா இருக்கீங்களா..? இந்த வீடியோவை பார்க்காதீங்க.. கமல்ஹாசன்,politics, அரசியல்
2018/Sep/52089-dharmapuri-dsp-b-gangadhar-carrying-the-body-of-the-inspector-to-his-shoulder-at-final-funeral.txt,இப்படியும் ஒரு காவல்துறை அதிகாரி ! தருமபுரியில் நெகிழ வைத்த சம்பவம் ,tamilnadu, தமிழ்நாடு
2017/Nov/35672-richie-will-determine-everything-for-me-in-tamil-industry-nivin-pauly.txt,மணிரத்னம் படத்தில் நடிக்க மறுத்த நிவின் பாலி!,cinema, சினிமா
2018/Oct/52741-leaders-demand-cm-palanisamy-to-step-down.txt,முதலமைச்சர் பழனிசாமி பதவி விலக தலைவர்கள் வலியுறுத்தல் !,tamilnadu, தமிழ்நாடு
2018/Nov/54329-chennai-metrological-centre-said-rain-faal-in-tamilnadu-on-tomorrow-onwards.txt,'நாளை முதல் கனமழை பெய்யும்' : உருவானது காற்றழுத்த தாழ்வு பகுதி,tamilnadu, தமிழ்நாடு
2017/Jun/21827-chennai-hc-orders-to-reply-on-attacking-girl-student-in-iit-protest.txt,ஐஐடி போராட்டத்தில் மாணவி கை முறிப்பு விவகாரம்: உயர்நீதிமன்றம் அதிரடி உத்தரவு,tamilnadu, தமிழ்நாடு
2018/Dec/56244-triple-talaq-bill-not-against-any-community-or-religion-says-law-minister.txt,“இஸ்லாமிய மதத்தில் மட்டும் ஏன் தலையிட வேண்டும்?” - முத்தலாக் விவாதம் ,india, இந்தியா
2018/Oct/52655-police-attacked-by-sand-robbers-in-krishnagiri.txt,மணல் கொள்ளையை தடுத்த காவலர் மீது தாக்குதல்,tamilnadu, தமிழ்நாடு
2017/Nov/36107-mk-stalin-request-tn-government-to-fulfill-nurse-demands.txt,நோயாளிகள் தடங்கலின்றி சிகிச்சை பெற நடவடிக்கை தேவை: ஸ்டாலின் வலியுறுத்தல்,politics, அரசியல்
2016/Nov/12595-sp-sends-memo-to-police-for-laughing-while-onduty.txt,நீதிபதி வீட்டில் பணியில் இருந்த போது சிரித்துப் பேசிய காவலருக்கு 'மெமோ',tamilnadu, தமிழ்நாடு
2018/Dec/55883-thoothukudi-gun-fire-case-judge-aruna-jagadeesan-commission-starts-6th-round-probe.txt,தூத்துக்குடி துப்பாக்கிச் சூடு: உயிரிழந்தவர்களின் உறவினர்களிடம் விசாரணை,tamilnadu, தமிழ்நாடு
2018/Oct/53488-diwali-special-buses-booking-center-open-today.txt,தீபாவளி சிறப்பு பேருந்துகள்.. முன்பதிவு மையம்  இன்று திறப்பு,tamilnadu, தமிழ்நாடு
2017/Nov/35432-bsnl-case-adjourned.txt,மாறன் சகோதரர்கள் ஆஜராகாததால் பிஎஸ்என்எல் முறைகேடு வழக்கு ஒத்திவைப்பு,tamilnadu, தமிழ்நாடு
2017/Apr/19505-zaheer-sakharika.txt,கிளீன் போல்ட்: நடிகையுடன் ஜாகிர்கான் நிச்சயதார்த்தம்,sports, விளையாட்டு
2018/May/45763-mk-stalin-with-other-party-leaders-staging-a-protest-outside-tamil-nadu-secretariat.txt,ஸ்டாலினை குண்டுக்கட்டாக தூக்கி கைது !,tamilnadu, தமிழ்நாடு
2017/Jan/15300-pongal-leave-issue.txt,பொங்கல் விடுமுறை விவகாரம்.... ஊழியர் நலக்குழு‌ அதிகாரிகளே காரணம்..!,tamilnadu, தமிழ்நாடு
2018/Dec/55643-ranil-wickramasinghe-sworn-as-sri-lanka-pm-today.txt,இலங்கை பிரதமராக நாளை பதவியேற்கிறார் ரணில் விக்கிரமசிங்கே..?,world, உலகம்
2017/Jul/23525-fake-twitter-handle-of-prabhu-solomon-creates-controversy.txt,ஸ்ருதிஹாசனை விளாசினாரா பிரபுசாலமன்? டிவிட்டரில் திடீர் பஞ்சாயத்து!,cinema, சினிமா
2017/Jan/16072-ec-bans-exit-polls-between-february-4-and-march-8-in-election-bound-states.txt,வாக்குப்பதிவுக்கு பிந்தைய கருத்துக் கணிப்புகளுக்குத் தடை,india, இந்தியா
2018/Oct/53435-same-family-attempt-suicide-in-dindigul-collector-office.txt,ஒரே குடும்பத்தை சேர்ந்த 25 பேர் தற்கொலை முயற்சி,tamilnadu, தமிழ்நாடு
2018/Sep/51802-the-national-green-tribunal-set-up-a-survey-committee-meeting-at-chennai.txt,ஸ்டெர்லைட் ஆய்வுக்குழுவின் கருத்து கேட்பு கூட்டம்,tamilnadu, தமிழ்நாடு
2017/Apr/19652-harassment-to-parvathy.txt,பார்வதி தேவிக்கு டார்ச்சர் மெசேஜ்: மாணவர் கைது,cinema, சினிமா
2016/Dec/14179-rs-2000-notes-seized-in-maharashtra.txt,கட்டுக்கட்டாக ரூ.2000 நோட்டுகள் பறிமுதல்... ரூ.1.40 கோடி சிக்கியது..!,india, இந்தியா
2018/Sep/51775-ayushman-bharat-yojana-schem-as-started-by-modi.txt,ஏழை மக்கள் பயன்படும் ஆயுஷ்மான் பாரத் திட்டம் தொடக்கம் !,india, இந்தியா
2018/Apr/43132-chennai-hc-ban-to-take-action-action-against-aravindsamy.txt,அரவிந்த்சாமிக்கு எதிராக நடவடிக்கை எடுக்க உயர்நீதிமன்றம் தடை,tamilnadu, தமிழ்நாடு
2018/Nov/54814-indian-cell-phone-operators-union-request-2-0-movie-need-to-re-sensor.txt,மறு தணிக்கை செய்ய கோரிக்கை - 2.0 ரிலீஸில் சிக்கல்?,cinema, சினிமா
2018/Jun/47608-be-ranking-list-release.txt,பி.இ. தரவரிசைப் பட்டியல் வெளியீடு: 10 பேர் 200க்கு 200,tamilnadu, தமிழ்நாடு
2017/Jan/15440-introducing-the-new-odi-jersey-to-team-india.txt,இந்திய கிரிக்கெட் அணிக்கு புதிய ஜெர்சி,sports, விளையாட்டு
2018/May/44853-pm-modi-said-that-after-1984-anti-sikh-riots-it-seems-violence-has-become-a-part-of-the-political-system.txt,இந்திராகாந்தி கொலைக்கு பின் அரசியலில் வன்முறையும் ஒரு அங்கமாகிவிட்டது - பிரதமர் மோடி,politics, அரசியல்
2018/Nov/53708-four-arrested-two-country-made-pistols-seized.txt,கள்ளத் துப்பாக்கி விற்க முயற்சி:  நடிகர் கைது,india, இந்தியா
2018/Jan/39032-direction-bharathiraja-condemn-h-raja-on-vairamuthu-issue.txt,ஹெச்.ராஜாவுக்கு பாரதிராஜா கண்டனம்,tamilnadu, தமிழ்நாடு
2017/Jan/14973-vellore-humanrights-issue.txt,மறுவாழ்வு மையத்தில் கம்பால் அடித்து கொடுமை,tamilnadu, தமிழ்நாடு
2017/Feb/16347-actor-vijaysethupathi-speech-at-yemanaudiolaunch-event.txt,'எமன்' படத்தில் இரண்டு எமன்கள்!,cinema, சினிமா
2018/Nov/54816-vintage-cars-are-sale-by-auction-house-on-february-8-to-february-10-2019-on-paris.txt,ஏலத்துக்கு வரும் 70 ஆண்டு பழமையான கார்கள்,world, உலகம்
2017/May/20209-twins-got-same-marks-in-plus-two-examinations.txt,ஒரே மதிப்பெண்கள்.. வியப்பில் அசத்திய இரட்டையர்கள்,tamilnadu, தமிழ்நாடு
2017/Nov/34628-5rs-doctor-mersal-doctor-in-real-life.txt,5 ரூபாய் டாக்டர்: 50 ஆண்டுக்கும் மேலான சேவை,tamilnadu, தமிழ்நாடு
2018/Oct/52908-its-plastic-free-celebrations.txt,இயற்கையை நேசிப்பதுதானே கொண்டாட்டம்.. இது ஒரு புது முயற்சி..!,tamilnadu, தமிழ்நாடு
2018/Aug/50709-renuka-suicide-case-human-rights-commission-complaint-filed.txt,ரேணுகா தீக்குளிப்பு சம்பவம்: மனித உரிமைகள் ஆணையம் வழக்குப்பதிவு,tamilnadu, தமிழ்நாடு
2018/May/46093-gutkha-scam-cbi-filed-fir.txt,குட்கா விவகாரம்: வழக்குப்பதிவு செய்தது சிபிஐ,tamilnadu, தமிழ்நாடு
2018/Oct/52393-missing-interpol-chief-detained-in-china-for-questioning-report.txt,காணாமல் போன இன்டர்போல் தலைவர் சீனாவில் தடுத்து நிறுத்தம்!,world, உலகம்
2017/Jun/21303-don-t-play-cricket-with-pak-say-family-of-bsf-jawan.txt,பாகிஸ்தானுடன் கிரிக்கெட்டா? ராணுவ வீரர் குடும்பம் எதிர்ப்பு,india, இந்தியா
2017/Jan/16001-karnataka-people-protest-in-support-of-buffalo-race-in-mangaluru.txt,போராட்டத்திற்கு முன்னுதாரணமான தமிழகம்..!,india, இந்தியா
2018/Aug/50461-vijayakanth-birthday-celebration-2018.txt,விஜயகாந்த்: திரை முதல் அரசியல் களம் வரை,tamilnadu, தமிழ்நாடு
2018/Dec/55544-whenever-karnataka-government-don-t-obey-supreme-court-judgement-cm-palanisamy.txt,''நீதிமன்ற‌ தீர்ப்பை கர்நாடகா மதித்த வரலாறே இல்லை'' - முதலமைச்சர் பழனிசாமி,tamilnadu, தமிழ்நாடு
2017/May/20986-delhi-woman-shoots-abductors-rescues-hostage.txt,கொள்ளையர்களை சுட்டு கொழுந்தனை மீட்ட வீராங்கனை!,india, இந்தியா
2018/Sep/51151-actress-rashmika-calls-off-engagement.txt,நிச்சயம் செய்த பிறகு திருமணத்தை நிறுத்திய ஹீரோயின்!,cinema, சினிமா
2018/Aug/50511-switch-to-chip-based-debit-cards-by-dec-31-sbi-to-customers.txt,வங்கி மோசடியை தவிர்க்க சிப் டெபிட் கார்டு : எஸ்பிஐ அறிவுறுத்தல்,india, இந்தியா
2018/Dec/55617-kerala-high-court-grants-conditional-bail-to-rehana-fathima.txt,சபரிமலை கோவிலில் நுழைய முயன்ற ரெஹானா பாத்திமாவுக்கு நிபந்தனை ஜாமின் !,india, இந்தியா
2017/Jun/21971-odisha-girl-dead-due-to-lack-of-ambulance.txt,ஆன்புலன்ஸ் தர மறுப்பு: உடலை ஸ்ட்ரெச்சரில் கொண்டு சென்ற அவலம்,india, இந்தியா
2017/Aug/25961-kerala-govt-encourage-sports-persons.txt,விளையாட்டு வீரர்களை ஊக்குவிக்க கேரள அரசு நடவடிக்கை,india, இந்தியா
2017/Nov/34364-kodanad-security-murder-case-goondas-act-cancelled-on-5.txt,கோடநாடு காவலாளி கொலை வழக்கு: 5 பேர் மீதான குண்டர் சட்டம் ரத்து,tamilnadu, தமிழ்நாடு
2018/Dec/55181-231-candidates-running-for-elections-in-telangana-have-serious-criminal-cases-against-them.txt,"தெலங்கானா தேர்தல்: 231 பேர் மீது கொலை, ஆள் கடத்தல் வழக்குகள்",india, இந்தியா
2018/Dec/55176-chennai-hc-ordered-corporation-to-setup-plan-to-clean-marina-beach.txt,புத்தாண்டிற்குள் மெரினாவை தூய்மைப்படுத்துவதற்கான திட்டம் வகுக்க உத்தரவு,tamilnadu, தமிழ்நாடு
2017/Aug/27178-k-p-munusamy-about-investigation-of-jayalalithaa-s-death.txt,ஜெயலலிதா மரணம் குறித்து சிபிஐ விசாரணைதான் கோரினோம்: கே.பி.முனுசாமி,politics, அரசியல்
2017/Jul/24758-crew-members-of-cargo-ship-itt-panther-which-sank-off-andaman.txt,அந்தமான் அருகே நடுகடலில் மூழ்கிய சரக்கு கப்பல்,india, இந்தியா
2018/Oct/52816-ration-shop-employees-strike-from-today.txt,நியாயவிலைக் கடை ஊழியர்கள் இன்று முதல் வேலைநிறுத்தம்,tamilnadu, தமிழ்நாடு
2018/Dec/56204-dmk-chief-mk-stalin-criticies-tamilnadu-government-on-pregnant-woman-given-hiv-infected-blood-issue.txt,“கர்ப்பிணிக்கு ஹெச்.ஐ.வி ரத்தமா? இரத்தம் கொதிக்கிறது!” - ஸ்டாலின் ,politics, அரசியல்
2018/Dec/55389-actor-powerstar-srinivasan-complained-to-police-that-some-of-his-wife-had-been-kidnapped.txt,மனைவியை கடத்தி விட்டனர் - பவர்ஸ்டார் போலீசில் புகார்,cinema, சினிமா
2017/Oct/32650-under-17-world-cup-curtis-anderson-seals-england-s-penalty-win-over-japan.txt,"U-17 உலகக்கோப்பை கால்பந்து: காலிறுதியில் இங்கிலாந்து, மாலி அணிகள்",sports, விளையாட்டு
2017/Sep/28737-kb-ganesh-kumar-tells-support-dileep.txt,திலீப்பால் பலன் பெற்றவர்கள் அவரை ஆதரிக்க வேண்டும்: கேரள எம்எல்ஏ,india, இந்தியா
2018/Sep/50964-actress-trisha-praise-ar-rahman.txt,எப்படி முடிகிறது ரஹ்மான்... வியந்துபோன த்ரிஷா..,cinema, சினிமா
2018/Sep/51216-thiruvallur-theft-in-police-house-police-inquiry.txt,தலைமைக் காவலர் வீட்டில் கொள்ளை - பொதுமக்கள் அதிர்ச்சி,tamilnadu, தமிழ்நாடு
2018/Oct/52975-review-of-sandakozhi-2.txt,சண்டக்கோழி 2 – ஒரு திரைப் பார்வை,cinema, சினிமா
2018/Feb/40576-i-m-not-a-big-shot-rowdy-binu.txt,நான் அவ்ளோ பெரிய ரவுடியெல்லாம் இல்லங்க: ரவுடி பினு கதறல் வீடியோ,tamilnadu, தமிழ்நாடு
2018/Dec/56262-i-think-it-s-always-hard-for-india-to-push-the-run-rate-along-when-pujara-s-there-ricky-ponting.txt,“புஜாரா இருந்தா இந்தியாவுக்கு கஷ்டம்தான்” - ரிக்கி பாண்டிங்,sports, விளையாட்டு
2018/Oct/53041-don-t-misuse-metoo-movement-rajinikanth.txt,’மீ டூ’வை தவறாகப் பயன்படுத்தக் கூடாது: ரஜினிகாந்த்,cinema, சினிமா
2018/Apr/43409-supreme-court-order-not-recession-to-tamilnadu-minister-cv-shanmugam.txt,கால அவகாசம் தமிழகத்திற்கு பின்னடைவு அல்ல: அமைச்சர் சி.வி.சண்முகம்,tamilnadu, தமிழ்நாடு
2017/Sep/30135-municipal-administration-that-pours-garbage-in-the-river-people-s-accusation.txt,ஆற்றில் குப்பைகளை கொட்டும் நகராட்சி நிர்வாகம் -  மக்கள் குற்றச்சாட்டு,tamilnadu, தமிழ்நாடு
2017/Oct/32567-300-actor-gerard-butler-hospitalised.txt,பைக் விபத்து: ’300 பருத்தி வீரர்கள்’ ஹீரோ மருத்துவமனையில் அட்மிட்!,cinema, சினிமா
2018/Dec/55304-amman-statue-is-back-in-temple-after-48-years.txt,48 ஆண்டுகளுக்கு பின்பு கோவிலுக்கு வந்த அம்மன் சிலை !,tamilnadu, தமிழ்நாடு
2018/Jul/49027-sri-reddy-complaints-in-commissioner-office.txt,“தொலைபேசியில் எனக்கு மிரட்டல் வருகிறது” -ஸ்ரீரெட்டி புகார்,cinema, சினிமா
2018/Feb/40201-grandmothers-request-euthanasia-for-don-t-care-anyone.txt,கைவிட்ட மகன்: கருணைக்கொலை கோரும் தாய்கள்!,tamilnadu, தமிழ்நாடு
2017/Dec/37195-tiruchendur-building-collapsed-cm-announced-compensation.txt,திருச்செந்தூர் கோயில் விபத்தில் உயிரிழந்தவருக்கு ரூ.5 லட்சம் நிவாரணம்,politics, அரசியல்
2018/Feb/40677-kartik-aaryan-in-jigarthanda-remake.txt,’ஜிகர்தண்டா’ ரீமேக்: சித்தார்த் கேரக்டருக்கு ஹீரோ கிடைச்சாச்சு!,cinema, சினிமா
2017/Feb/16426-shah-rukh-khan-s-raees-banned-in-pakistan.txt,ஷாருக்கான் படத்துக்குத் தடை விதித்த பாகிஸ்தான்,cinema, சினிமா
2018/Dec/55582-if-senthil-balaji-joins-the-dmk-will-stalin-become-the-chief-minister.txt,“செந்தில் பாலாஜி திமுகவில் சேர்ந்தால் ஸ்டாலின் முதல்வராகிவிடுவாரா?”- புகழேந்தி  ,politics, அரசியல்
2018/Aug/49487-road-accident-near-kancheepuram-2-dead.txt,காயமடைந்தவரை காப்பாற்றச் சென்றவர்களில் 2 பேர் பரிதாபமாக உயிரிழப்பு,tamilnadu, தமிழ்நாடு
2017/Mar/17839-rk-nagar-byelection-control-room-opened-for-complaints.txt,ஆர்.கே.நகர் இடைத்தேர்தல் தொடர்பான புகார்களை நீங்களும் தெரிவிக்கலாம்,tamilnadu, தமிழ்நாடு
2018/Jun/47483-thoothukudi-gunfire-cases-were-all-transferred-to-chennai.txt,தூத்துக்குடி துப்பாக்கிச்சூடு வழக்குகள் அனைத்தும் சென்னைக்கு மாற்றி உத்தரவு,tamilnadu, தமிழ்நாடு
2018/Aug/49489-economic-crime-bill-president-approve.txt,பொருளாதார குற்றத்தடுப்பு மசோதா : குடியரசுத் தலைவர் ஒப்புதல்,india, இந்தியா
2018/Sep/51203-kondagattu-bus-accident-30-dead-20-injured-in-telangana.txt,மலைப்பாதையில் பேருந்து கவிழ்ந்து விபத்து: 30 பேர் உயிரிழப்பு,india, இந்தியா
2017/May/20216-a-women-suicide-because-of-her-husband.txt,இளம்பெண்ணைக் கொன்றது சந்தேகம்!,tamilnadu, தமிழ்நாடு
